	wt_2
Name=PVRIG2P	1
Name=STAG3L5P-PVRIG2P-PILRB	1
Name=CAPN10-AS1	0
Name=TENM1	0
Name=RBM7	0
Name=CDK3	0
Name=RBM6	0
Name=CCAT2	0
Name=LOC101805491	0
Name=CASC9	0
Name=RBM5	0
Name=LHFPL2	1
Name=LHFP	0
Name=PRNCR1	0
Name=TNK2	0
Name=ALYREF	0
Name=CDK4	2
Name=TXNDC9	0
Name=LOC101926886	0
Name=LOC101926887	0
Name=RALY-AS1	0
Name=LOC101926889	0
Name=DAB1-AS1	0
Name=LOC101926892	0
Name=LOC101926893	0
Name=CRTC3-AS1	3
Name=GLIS2-AS1	0
Name=LOC101926897	0
Name=LOC101926898	0
Name=LOC101926899	0
Name=DNAJB5-AS1	0
Name=LOC101926901	0
Name=LSAMP-AS1	0
Name=LINC01265	0
Name=LOC101926905	0
Name=SLC16A12-AS1	0
Name=LOC101926907	0
Name=LOC101926908	0
Name=LOC101926910	0
Name=LOC101926911	0
Name=LOC101926913	0
Name=LOC101926915	0
Name=LOC101926917	0
Name=LOC101926918	0
Name=LOC101926923	0
Name=LINC01375	0
Name=LINC01358	0
Name=LOC101926926	0
Name=LOC101926928	0
Name=LINC00378	0
Name=LOC101926933	366
Name=LOC101926934	0
Name=LOC101926935	0
Name=LOC101926938	0
Name=LOC101926940	0
Name=LOC101926941	17
Name=LOC101926942	0
Name=LOC101926943	1
Name=LOC101926944	0
Name=LOC101926945	0
Name=LOC101926946	0
Name=NCRNA00249	0
Name=LOC101926948	0
Name=LOC101926949	0
Name=LINC01570	0
Name=LOC101926951	0
Name=LOC101926952	0
Name=LOC101926953	0
Name=LOC101926955	0
Name=LOC101926956	0
Name=LOC101926958	0
Name=LOC101926959	0
Name=LOC101926960	0
Name=LOC101926962	0
Name=LOC101926963	0
Name=LOC101926964	0
Name=LOC101926965	0
Name=LOC101926966	0
Name=LOC101926967	1
Name=LOC101926968	0
Name=LOC101926969	0
Name=LINC01284	0
Name=LOC101926973	0
Name=LOC101926974	0
Name=LOC101926975	0
Name=LOC101926977	0
Name=LINC01111	0
Name=LOC101926980	0
Name=LOC101926982	0
Name=LOC101926983	0
Name=LOC101926984	0
Name=LOC101926985	0
Name=LOC101926986	0
Name=DLGAP4-AS1	1
Name=LOC101926989	0
Name=LOC101926993	0
Name=RUNDC3A-AS1	0
Name=LOC101926997	0
Name=LOC101927000	0
Name=LOC101927003	1
Name=LOC101927006	0
Name=LINC01365	0
Name=LOC101927008	0
Name=LOC101927009	0
Name=LOC101927010	0
Name=LOC101927012	0
Name=LOC101927013	0
Name=LINC01506	0
Name=LOC101927016	0
Name=LINC01180	0
Name=LOC101927018	0
Name=LOC101927019	0
Name=LOC101927020	0
Name=LOC101927021	0
Name=LOC101927023	0
Name=LOC101927024	0
Name=LOC101927025	0
Name=LOC101927026	0
Name=LOC101927027	0
Name=LOC101927029	0
Name=LOC101927030	0
Name=LOC101927032	0
Name=ROR1-AS1	0
Name=LOC101927038	0
Name=LOC101927039	0
Name=LOC101927040	0
Name=LOC101927042	0
Name=LOC101927043	811
Name=LOC101927044	0
Name=LOC101927045	0
Name=LOC101927046	0
Name=LOC101927048	0
Name=PLCE1-AS2	0
Name=LOC101927050	0
Name=LOC101927051	1
Name=LOC101927053	0
Name=LOC101927055	0
Name=LOC101927056	0
Name=LOC101927057	0
Name=LOC101927058	0
Name=LOC101927059	0
Name=LOC101927060	1
Name=LOC101927062	0
Name=LOC101927066	7
Name=LOC101927067	0
Name=LOC101927069	0
Name=LOC101927070	0
Name=LOC101927072	0
Name=LOC101927073	0
Name=LINC00682	0
Name=FGF10-AS1	0
Name=LOC101927078	0
Name=LOC101927079	0
Name=LOC101927080	0
Name=LOC101927081	7
Name=LOC101927082	0
Name=LINC01359	0
Name=LOC101927086	2
Name=LOC101927087	0
Name=LOC101927088	0
Name=LOC101927089	0
Name=LOC101927092	0
Name=LOC101927093	0
Name=LOC101927094	0
Name=CTB-113P19.1	0
Name=LOC101927097	0
Name=LOC101927098	0
Name=LOC101927100	0
Name=ITFG1-AS1	0
Name=LOC101927108	0
Name=LOC101927109	0
Name=SUCLG2-AS1	1
Name=LINC01581	0
Name=LOC101927115	1
Name=PLCG1-AS1	3
Name=LOC101927118	0
Name=LOC101927119	0
Name=LOC101927120	0
Name=LOC101927121	2
Name=LOC101927123	1
Name=LOC101927124	0
Name=ELFN1-AS1	0
Name=LOC101927126	0
Name=LINC01580	0
Name=LOC101927131	2
Name=LOC101927132	0
Name=LINC01470	0
Name=LOC101927136	0
Name=LOC101927138	0
Name=LOC101927139	0
Name=LOC101927140	0
Name=LOC101927141	0
Name=LOC101927142	0
Name=LOC101927143	0
Name=LOC101927145	0
Name=LOC101927147	0
Name=LINC01471	0
Name=L3MBTL4-AS1	0
Name=LOC101927151	0
Name=LINC01212	0
Name=LOC101927153	0
Name=LMO7-AS1	0
Name=LOC101927156	0
Name=LOC101927157	0
Name=LOC101927158	0
Name=LOC101927159	0
Name=LOC101927160	0
Name=LOC101927162	0
Name=LOC101927163	0
Name=LOC101927164	0
Name=LOC101927165	0
Name=LOC101927166	0
Name=GATA2-AS1	0
Name=LOC101927168	0
Name=LINC01564	0
Name=LOC101927172	0
Name=LOC101927174	0
Name=LINC01069	0
Name=LOC101927178	0
Name=LOC101927179	0
Name=LOC101927180	1
Name=LOC101927181	0
Name=LOC101927182	0
Name=LOC101927183	0
Name=ADGRL3-AS1	0
Name=LOC101927187	0
Name=LOC101927188	0
Name=LOC101927189	1
Name=LOC101927190	0
Name=LOC101927191	0
Name=CHL1-AS1	0
Name=LINC00382	0
Name=LOC101927196	0
Name=LOC101927197	0
Name=LOC101927198	0
Name=LOC101927199	0
Name=LOC101927200	0
Name=LOC101927202	0
Name=LOC101927204	0
Name=LOC101927207	0
Name=LOC101927209	0
Name=LOC101927210	1
Name=LOC101927211	1
Name=LOC101927213	0
Name=LINC01266	0
Name=LOC101927216	1
Name=LINC01473	0
Name=HNF4A-AS1	0
Name=DEPDC1-AS1	0
Name=LOC101927221	0
Name=GAS2L1P1	0
Name=LINC01049	0
Name=LOC101927225	0
Name=LOC101927226	39
Name=LOC101927227	0
Name=LOC101927228	0
Name=LOC101927229	0
Name=LOC101927230	0
Name=SEMA6A-AS1	0
Name=LOC101927234	0
Name=LOC101927235	0
Name=LOC101927237	0
Name=LOC101927238	0
Name=LOC101927239	0
Name=LOC101927241	0
Name=LINC01430	0
Name=LOC101927243	0
Name=LOC101927244	0
Name=LOC101927245	1
Name=LOC101927247	0
Name=LOC101927248	0
Name=PDZRN3-AS1	0
Name=LOC101927250	1
Name=LOC101927252	0
Name=LOC101927253	0
Name=LOC101927254	0
Name=LOC101927256	0
Name=LOC101927257	0
Name=LINC01474	0
Name=LOC101927259	0
Name=LOC101927260	0
Name=LOC101927262	0
Name=LOC101927263	0
Name=LOC101927264	0
Name=BNIP3P7	0
Name=LOC101927267	0
Name=LOC101927268	0
Name=LOC101927269	0
Name=LOC101927272	0
Name=LOC101927273	0
Name=LOC101927274	0
Name=NDUFV2-AS1	1
Name=LOC101927277	0
Name=LOC101927278	1
Name=EP300-AS1	0
Name=LOC101927280	0
Name=LOC101927281	0
Name=LOC101927282	20
Name=LOC101927283	0
Name=LOC101927284	0
Name=LOC101927285	0
Name=LOC101927286	0
Name=MANEA-AS1	0
Name=LINC01237	1
Name=LOC101927292	0
Name=LOC101927293	2
Name=LINC01360	0
Name=LOC101927296	0
Name=LOC101927297	0
Name=LOC101927300	0
Name=LOC101927304	0
Name=LOC101927305	0
Name=LOC101927307	0
Name=LOC101927308	0
Name=LOC101927309	0
Name=LOC101927310	0
Name=LOC101927311	0
Name=LOC101927313	638
Name=LOC101927314	0
Name=LOC101927318	1
Name=ERICH3-AS1	0
Name=LOC101927321	0
Name=LOC101927322	0
Name=PPP4R1-AS1	0
Name=LINC01475	0
Name=LOC101927325	0
Name=SUMO2P20	0
Name=LOC101927328	0
Name=LOC101927329	0
Name=LOC101927330	0
Name=LOC101927331	0
Name=LINC01582	0
Name=LOC101927333	0
Name=LOC101927334	0
Name=LOC101927335	3
Name=LOC101927337	0
Name=LOC101927339	0
Name=LOC101927340	0
Name=LOC101927342	0
Name=LOC101927344	0
Name=LOC101927345	0
Name=LOC101927346	0
Name=GRM7-AS3	0
Name=LOC101927348	0
Name=LINC01254	0
Name=LOC101927351	2
Name=PLS3-AS1	0
Name=LOC101927353	0
Name=LOC101927354	0
Name=LOC101927355	0
Name=LOC101927356	0
Name=LOC101927357	0
Name=LOC101927358	0
Name=LOC101927359	0
Name=LINC01103	0
Name=LOC101927362	0
Name=LOC101927363	0
Name=LINC01571	0
Name=LOC101927365	0
Name=LOC101927366	0
Name=LOC101927367	0
Name=LOC101927369	0
Name=LOC101927372	0
Name=LOC101927374	0
Name=LOC101927375	0
Name=LOC101927376	0
Name=LOC101927377	0
Name=LOC101927378	0
Name=LOC101927379	0
Name=C9orf41-AS1	0
Name=LINC01163	0
Name=LOC101927383	0
Name=LOC101927385	0
Name=LOC101927387	0
Name=LOC101927388	0
Name=LOC101927389	0
Name=LOC101927390	0
Name=LOC101927391	0
Name=LOC101927392	0
Name=LOC101927393	0
Name=LOC101927394	0
Name=LINC01514	0
Name=LOC101927397	0
Name=LOC101927400	0
Name=LOC101927401	0
Name=LOC101927402	0
Name=LOC101927403	0
Name=LOC101927404	0
Name=LOC101927405	0
Name=LOC101927406	0
Name=LOC101927410	0
Name=LOC101927411	0
Name=LOC101927412	0
Name=LOC101927413	0
Name=LOC101927414	0
Name=LOC101927415	0
Name=LOC101927416	0
Name=LOC101927417	0
Name=LOC101927418	0
Name=LOC101927419	0
Name=LOC101927420	0
Name=LOC101927421	0
Name=GNA14-AS1	0
Name=PANO1	0
Name=LOC101927424	0
Name=LOC101927429	0
Name=LOC101927430	0
Name=LOC101927431	0
Name=LOC101927432	0
Name=LINC01255	0
Name=LOC101927434	0
Name=LOC101927435	1
Name=LOC101927436	0
Name=LOC101927437	0
Name=LOC101927438	0
Name=LOC101927439	0
Name=LOC101927440	0
Name=LOC101927441	1
Name=LOC101927445	1
Name=LOC101927446	0
Name=LOC101927447	0
Name=LINC01282	0
Name=LOC101927450	0
Name=LOC101927451	0
Name=LOC101927452	0
Name=LOC101927454	0
Name=TMEM108-AS1	0
Name=LINC01522	0
Name=LOC101927459	0
Name=LOC101927460	0
Name=LOC101927461	0
Name=LOC101927464	0
Name=CLYBL-AS1	0
Name=LOC101927467	0
Name=LOC101927468	0
Name=LOC101927469	0
Name=LOC101927472	0
Name=LOC101927473	0
Name=LOC101927474	0
Name=LOC101927476	0
Name=LINC01507	0
Name=LOC101927478	0
Name=LOC101927479	0
Name=LOC101927480	0
Name=LOC101927481	0
Name=LOC101927482	0
Name=LOC101927483	0
Name=LOC101927484	0
Name=LOC101927486	0
Name=LOC101927487	0
Name=LOC101927488	0
Name=TCERG1L-AS1	0
Name=LOC101927490	0
Name=LOC101927492	0
Name=LOC101927493	0
Name=LOC101927494	0
Name=LOC101927495	0
Name=LOC101927496	0
Name=LOC101927497	0
Name=LINC01361	0
Name=LOC101927499	0
Name=LOC101927501	0
Name=LOC101927502	0
Name=LOC101927503	0
Name=LOC101927504	0
Name=LOC101927505	0
Name=LOC101927506	0
Name=LOC101927509	0
Name=LOC101927510	0
Name=LOC101927511	0
Name=LOC101927512	0
Name=LOC101927513	0
Name=LOC101927514	0
Name=LOC101927516	1
Name=LOC101927518	0
Name=LOC101927519	0
Name=LOC101927521	0
Name=LOC101927522	0
Name=LOC101927523	0
Name=MEOX2-AS1	0
Name=LOC101927525	0
Name=LOC101927526	0
Name=LINC01204	0
Name=LOC101927529	0
Name=LOC101927531	0
Name=LOC101927532	0
Name=LOC101927533	0
Name=LOC101927534	0
Name=LOC101927536	1
Name=LOC101927538	0
Name=LOC101927539	0
Name=TOMM20P2	0
Name=LINC01273	0
Name=LOC101927542	0
Name=LOC101927543	1
Name=ANO7P1	0
Name=ANKRD44-IT1	0
Name=LOC101927548	0
Name=LOC101927549	0
Name=LOC101927550	0
Name=LOC101927551	0
Name=LOC101927552	0
Name=LOC101927553	0
Name=LINC01250	3
Name=LOC101927555	0
Name=LOC101927556	1
Name=LOC101927557	0
Name=LOC101927558	0
Name=CEBPB-AS1	12
Name=LOC101927560	0
Name=LOC101927561	0
Name=LOC101927562	0
Name=LINC01267	0
Name=LOC101927566	0
Name=LOC101927568	0
Name=LOC101927571	0
Name=LOC101927572	1
Name=LOC101927573	0
Name=LINC01186	0
Name=LOC101927575	0
Name=LOC101927577	0
Name=LOC101927579	0
Name=LOC101927580	0
Name=CCDC182	0
Name=LOC101927583	0
Name=LOC101927584	0
Name=LOC101927585	0
Name=LINC01271	0
Name=LOC101927587	0
Name=LOC101927588	0
Name=LINC01166	0
Name=DPP10-AS3	0
Name=LOC101927592	0
Name=LOC101927595	0
Name=LOC101927596	0
Name=NCK1-AS1	0
Name=LOC101927598	0
Name=ZNF529-AS1	0
Name=LOC101927600	0
Name=GOLGA6L19	0
Name=LOC101927602	0
Name=LOC101927603	0
Name=LOC101927604	0
Name=LOC101927605	0
Name=LOC101927606	0
Name=LOC101927608	0
Name=LOC101927609	0
Name=LOC101927610	0
Name=RNF139-AS1	0
Name=LOC101927613	1
Name=LOC101927615	0
Name=LOC101927616	0
Name=LOC101927617	0
Name=LOC101927619	1
Name=LOC101927620	0
Name=LINC01534	0
Name=LOC101927623	0
Name=LINC01150	0
Name=LOC101927627	0
Name=LOC101927628	0
Name=LOC101927629	0
Name=LOC101927630	0
Name=ADNP-AS1	1
Name=LOC101927632	0
Name=LOC101927635	0
Name=LOC101927636	1
Name=LOC101927637	0
Name=LOC101927638	0
Name=LOC101927640	0
Name=LOC101927641	0
Name=LINC01444	0
Name=LOC101927646	0
Name=LOC101927647	0
Name=LOC101927648	0
Name=LOC101927650	0
Name=LOC101927651	0
Name=LOC101927652	0
Name=LOC101927653	0
Name=LOC101927654	0
Name=ZASP	0
Name=LOC101927657	0
Name=SMAD1-AS2	0
Name=LOC101927660	0
Name=LOC101927661	0
Name=LOC101927663	0
Name=LOC101927664	0
Name=LOC101927666	0
Name=LINC01535	0
Name=LOC101927668	2
Name=LOC101927670	0
Name=MIR202HG	0
Name=LOC101927673	0
Name=LOC101927676	0
Name=LINC01429	0
Name=LOC101927680	0
Name=CD81-AS1	0
Name=LOC101927683	0
Name=LOC101927685	0
Name=LOC101927686	0
Name=LOC101927687	0
Name=SEPT4-AS1	0
Name=LOC101927689	0
Name=LOC101927690	0
Name=LOC101927691	0
Name=LOC101927692	0
Name=LOC101927693	0
Name=LOC101927694	0
Name=LOC101927696	0
Name=LOC101927697	0
Name=DSCAS	0
Name=LOC101927699	0
Name=LINC01524	0
Name=LOC101927701	0
Name=LOC101927702	0
Name=FOXCUT	0
Name=MIR3663HG	0
Name=LOC101927708	0
Name=LOC101927709	0
Name=LOC101927711	0
Name=LOC101927712	0
Name=LINC01029	0
Name=LOC101927717	0
Name=DSG1-AS1	0
Name=ZNF793-AS1	0
Name=LOC101927721	0
Name=LL22NC03-75H12.2	0
Name=LOC101927723	0
Name=BEAN1-AS1	0
Name=LOC101927727	0
Name=LINC01476	0
Name=LOC101927729	0
Name=LOC101927730	0
Name=LOC101927735	0
Name=LOC101927736	0
Name=LOC101927737	0
Name=LOC101927740	0
Name=LOC101927741	1
Name=LOC101927745	0
Name=LOC101927746	0
Name=LOC101927748	0
Name=ATP6V1B1-AS1	0
Name=LOC101927751	0
Name=LOC101927752	0
Name=LOC101927755	0
Name=LOC101927756	0
Name=LOC101927757	0
Name=LOC101927759	0
Name=LOC101927760	0
Name=LOC101927761	0
Name=LOC101927762	0
Name=LOC101927763	0
Name=LOC101927764	0
Name=LOC101927765	0
Name=LOC101927766	0
Name=LOC101927767	0
Name=LOC101927768	0
Name=LOC101927769	0
Name=LOC101927770	2
Name=LINC00824	0
Name=SATB1-AS1	0
Name=LOC101927779	0
Name=LOC101927780	0
Name=LOC101927785	0
Name=LOC101927786	0
Name=LOC101927787	0
Name=LOC101927788	0
Name=LOC101927789	0
Name=LOC101927790	0
Name=LOC101927793	0
Name=LOC101927795	0
Name=LINC01441	0
Name=LOC101927797	3
Name=LOC101927798	0
Name=LOC101927801	0
Name=LINC00368	0
Name=LOC101927804	0
Name=LOC101927805	0
Name=LOC101927806	63
Name=LOC101927807	0
Name=CLSTN2-AS1	0
Name=LOC101927809	0
Name=LOC101927811	0
Name=HMMR-AS1	0
Name=LOC101927814	0
Name=LOC101927815	1
Name=LOC101927817	1
Name=LOC101927818	2
Name=LINC01425	0
Name=LOC101927822	0
Name=LOC101927823	0
Name=LOC101927824	1
Name=LOC101927825	0
Name=LOC101927827	0
Name=OVOL1-AS1	0
Name=LOC101927829	0
Name=LOC101927830	0
Name=PAQR9-AS1	0
Name=IFNL4P1	0
Name=LOC101927834	0
Name=LOC101927835	0
Name=LOC101927837	0
Name=LOC101927839	0
Name=LOC101927840	0
Name=LOC101927843	0
Name=LOC101927844	0
Name=LOC101927845	0
Name=LOC101927846	0
Name=LOC101927847	0
Name=LOC101927849	0
Name=LOC101927851	0
Name=LOC101927853	0
Name=LOC101927854	0
Name=LOC101927855	0
Name=LOC101927856	0
Name=LOC101927857	0
Name=LOC101927858	0
Name=LOC101927859	0
Name=LINC01293	0
Name=CTB-178M22.2	0
Name=LOC101927863	0
Name=LOC101927864	0
Name=LOC101927865	1
Name=LOC101927866	0
Name=GRK5-IT1	1
Name=LOC101927869	0
Name=LOC101927870	0
Name=LOC101927871	0
Name=LOC101927872	1
Name=LINC01508	2
Name=LOC101927874	0
Name=LOC101927876	0
Name=LOC101927877	0
Name=LOC101927878	0
Name=LOC101927879	0
Name=LOC101927880	0
Name=LOC101927881	0
Name=LOC101927882	0
Name=LOC101927884	0
Name=LOC101927885	0
Name=LOC101927886	0
Name=LOC101927888	0
Name=LINC01153	0
Name=LOC101927890	0
Name=PKN2-AS1	0
Name=LOC101927892	0
Name=LOC101927895	0
Name=LOC101927896	0
Name=LOC101927897	0
Name=LOC101927898	0
Name=LINC01477	0
Name=LOC101927901	0
Name=LOC101927902	0
Name=LOC101927904	0
Name=LOC101927905	0
Name=LOC101927906	0
Name=LOC101927907	0
Name=LOC101927908	0
Name=LOC101927910	0
Name=LOC101927911	0
Name=LOC101927913	0
Name=LOC101927914	0
Name=LOC101927915	0
Name=LOC101927916	0
Name=TUB-AS1	0
Name=LOC101927919	0
Name=LOC101927920	0
Name=LINC01478	2
Name=LINC01479	0
Name=LOC101927923	0
Name=LOC101927924	1
Name=LOC101927926	0
Name=LINC01480	0
Name=LOC101927932	0
Name=LOC101927934	0
Name=LOC101927935	0
Name=LOC101927936	0
Name=LOC101927942	0
Name=LOC101927943	0
Name=FAM53B-AS1	0
Name=LOC101927947	1
Name=LOC101927948	0
Name=LOC101927949	0
Name=LOC101927950	0
Name=LOC101927952	0
Name=C5orf66-AS1	0
Name=LOC101927954	0
Name=LOC101927955	0
Name=LINC01572	1
Name=LOC101927958	0
Name=LOC101927960	0
Name=LOC101927961	0
Name=LOC101927963	1
Name=LOC101927964	0
Name=LOC101927966	0
Name=LOC101927967	0
Name=LOC101927969	0
Name=LOC101927971	0
Name=LOC101927972	0
Name=LOC101927973	0
Name=LOC101927974	0
Name=LOC101927975	0
Name=LOC101927978	1
Name=LOC101927979	0
Name=SLC14A2-AS1	0
Name=LOC101927982	0
Name=EDRF1-AS1	0
Name=LOC101927984	0
Name=LOC101927987	0
Name=LINC01527	0
Name=LOC101927989	0
Name=LOC101927990	0
Name=LINC01213	0
Name=LOC101927993	0
Name=LINC01087	0
Name=LOC101927995	0
Name=LOC101927996	0
Name=LOC101927997	0
Name=LOC101927998	0
Name=LOC101927999	0
Name=LOC101928000	0
Name=PRKCA-AS1	0
Name=LOC101928002	0
Name=LOC101928004	0
Name=LOC101928005	0
Name=LOC101928007	0
Name=LOC101928008	0
Name=LOC101928009	0
Name=LOC101928010	0
Name=LOC101928012	0
Name=LOC101928013	0
Name=LOC101928014	0
Name=LOC101928015	0
Name=LOC101928016	0
Name=UBXN10-AS1	0
Name=LOC101928020	0
Name=LOC101928021	0
Name=LINC01214	0
Name=LOC101928026	0
Name=LOC101928030	0
Name=LOC101928031	0
Name=LOC101928032	0
Name=CTD-2270F17.1	0
Name=LOC101928034	0
Name=LOC101928035	0
Name=LOC101928036	0
Name=LOC101928037	1
Name=LOC101928039	0
Name=LOC101928041	0
Name=LOC101928042	0
Name=LOC101928043	0
Name=LOC101928044	0
Name=LOC101928045	0
Name=LOC101928046	1
Name=LOC101928047	0
Name=LOC101928048	0
Name=LOC101928049	0
Name=LOC101928051	0
Name=LOC101928052	0
Name=LOC101928053	0
Name=LOC101928055	0
Name=LOC101928058	0
Name=LOC101928059	0
Name=LINC01481	0
Name=LOC101928063	0
Name=LOC101928064	0
Name=LOC101928066	0
Name=LOC101928067	0
Name=LOC101928068	0
Name=LOC101928069	0
Name=LOC101928070	1
Name=LOC101928071	0
Name=LOC101928075	0
Name=LOC101928076	0
Name=LOC101928077	0
Name=LOC101928078	0
Name=LINC01057	0
Name=LOC101928080	0
Name=LOC101928081	0
Name=LOC101928084	0
Name=ERICH6-AS1	0
Name=LOC101928087	0
Name=LOC101928088	0
Name=LOC101928089	0
Name=LOC101928092	0
Name=LOC101928093	0
Name=SMG1P6	1
Name=LOC101928095	0
Name=LOC101928096	0
Name=LOC101928098	0
Name=PCAT7	0
Name=LOC101928100	0
Name=LOC101928101	1
Name=LOC101928103	0
Name=LINC01482	0
Name=LOC101928105	0
Name=LOC101928106	0
Name=LOC101928107	0
Name=LOC101928108	0
Name=LOC101928109	3
Name=LOC101928110	0
Name=LOC101928111	0
Name=LOC101928112	0
Name=ST3GAL5-AS1	0
Name=LOC101928114	19
Name=LOC101928118	0
Name=LOC101928119	0
Name=LOC101928120	2
Name=LINC01483	0
Name=LOC101928123	2
Name=LOC101928125	0
Name=LOC101928126	1
Name=LOC101928128	0
Name=LOC101928131	0
Name=LOC101928132	0
Name=LOC101928134	0
Name=LOC101928135	0
Name=LINC01484	0
Name=LOC101928137	0
Name=LINC01486	0
Name=LOC101928140	0
Name=LINC01028	0
Name=AADACL2-AS1	0
Name=LOC101928143	1
Name=LOC101928144	0
Name=LOC101928145	0
Name=LOC101928146	0
Name=C21orf140	0
Name=LOC101928149	0
Name=LOC101928150	0
Name=LINC01179	1
Name=LOC101928152	0
Name=ITGA9-AS1	1
Name=LINC01485	0
Name=LOC101928156	0
Name=LAMA5-AS1	0
Name=LOC101928160	0
Name=LOC101928161	0
Name=LOC101928162	0
Name=LOC101928163	0
Name=CASC17	0
Name=LOC101928166	0
Name=LOC101928167	0
Name=LOC101928168	0
Name=LOC101928169	0
Name=LOC101928173	0
Name=LOC101928174	0
Name=LOC101928175	0
Name=LINC01411	2
Name=LOC101928177	0
Name=LOC101928180	0
Name=LOC101928182	0
Name=LOC101928185	0
Name=LOC101928188	0
Name=LOC101928189	0
Name=LINC01487	0
Name=LOC101928191	0
Name=LOC101928193	0
Name=LOC101928195	0
Name=LOC101928196	0
Name=MRGPRF-AS1	0
Name=LOC101928201	0
Name=LOC101928202	0
Name=LOC101928203	0
Name=LOC101928205	0
Name=LOC101928207	0
Name=LOC101928208	0
Name=LOC101928211	0
Name=LOC101928212	0
Name=LOC101928214	0
Name=LOC101928215	0
Name=LOC101928216	0
Name=LOC101928217	0
Name=LOC101928219	0
Name=LOC101928222	0
Name=LOC101928223	0
Name=LOC101928225	0
Name=LOC101928226	0
Name=LOC101928227	0
Name=LOC101928228	0
Name=LOC101928230	0
Name=LOC101928231	0
Name=LINC01280	0
Name=LOC101928233	0
Name=LOC101928234	0
Name=LOC101928235	0
Name=LOC101928236	1
Name=LOC101928237	0
Name=LOC101928238	0
Name=LOC101928241	0
Name=LOC101928242	0
Name=DARS-AS1	0
Name=TESC-AS1	0
Name=LINC01229	0
Name=LOC101928249	0
Name=LOC101928250	0
Name=LOC101928251	0
Name=LOC101928253	0
Name=LOC101928254	0
Name=LOC101928255	0
Name=UBE2Q2P10	0
Name=LOC101928257	0
Name=LOC101928259	0
Name=LOC101928263	0
Name=LOC101928264	0
Name=LOC101928266	0
Name=LOC101928268	0
Name=LOC101928269	0
Name=LOC101928270	0
Name=LOC101928271	0
Name=LOC101928272	0
Name=LOC101928273	0
Name=LOC101928274	0
Name=LINC01227	0
Name=LOC101928277	4
Name=LOC101928278	0
Name=LOC101928279	0
Name=LOC101928280	0
Name=LOC101928283	0
Name=LOC101928284	0
Name=LOC101928286	0
Name=LINC01285	0
Name=LOC101928288	0
Name=PLBD1-AS1	0
Name=LINC01488	0
Name=LOC101928295	0
Name=LOC101928296	0
Name=LOC101928297	0
Name=LOC101928298	0
Name=LOC101928300	0
Name=LOC101928303	0
Name=LOC101928304	0
Name=LOC101928306	0
Name=LOC101928307	0
Name=LOC101928309	0
Name=LOC101928311	0
Name=LOC101928314	0
Name=LOC101928316	0
Name=LOC101928317	0
Name=LOC101928318	0
Name=LOC101928322	0
Name=LOC101928323	0
Name=LOC101928324	0
Name=LOC101928326	0
Name=LOC101928327	0
Name=LOC101928331	0
Name=LOC101928333	0
Name=LOC101928334	0
Name=LOC101928335	0
Name=LOC101928336	2
Name=PTCSC2	0
Name=LOC101928338	0
Name=LINC01489	0
Name=LOC101928343	0
Name=LOC101928344	0
Name=PABPC1L2B-AS1	0
Name=LOC101928346	0
Name=LOC101928347	0
Name=LOC101928350	0
Name=LOC101928351	0
Name=LOC101928352	0
Name=LOC101928353	0
Name=LOC101928354	0
Name=LOC101928357	2
Name=LOC101928358	0
Name=LOC101928359	0
Name=LOC101928361	0
Name=LOC101928362	0
Name=EHD4-AS1	0
Name=LOC101928364	0
Name=LOC101928368	0
Name=LOC101928369	0
Name=LOC101928370	0
Name=LOC101928371	0
Name=LOC101928372	0
Name=LOC101928373	0
Name=IL12A-AS1	1
Name=LOC101928377	0
Name=PTOV1-AS2	0
Name=LOC101928380	0
Name=LOC101928381	0
Name=LOC101928383	0
Name=LOC101928384	0
Name=LOC101928385	0
Name=LOC101928386	1
Name=LOC101928387	0
Name=PLA2G4E-AS1	0
Name=LOC101928389	0
Name=LOC101928391	0
Name=LOC101928392	0
Name=LOC101928394	22
Name=LOC101928397	0
Name=LOC101928398	0
Name=LOC101928399	0
Name=LOC101928401	0
Name=LOC101928402	0
Name=LOC101928403	0
Name=LOC101928404	0
Name=LOC101928405	0
Name=LOC101928406	0
Name=LOC101928408	0
Name=LOC101928409	0
Name=LOC101928414	0
Name=LOC101928415	2
Name=LOC101928416	0
Name=LOC101928417	0
Name=LOC101928418	0
Name=LOC101928419	0
Name=LINC01490	0
Name=LOC101928421	0
Name=LOC101928422	0
Name=LOC101928423	0
Name=LOC101928424	0
Name=LOC101928425	0
Name=LOC101928429	0
Name=LOC101928433	0
Name=LOC101928435	0
Name=LOC101928436	0
Name=LOC101928437	3
Name=LOC101928438	0
Name=LOC101928439	0
Name=FBXO3-AS1	0
Name=LOC101928441	0
Name=LINC01491	0
Name=LOC101928443	0
Name=LOC101928444	0
Name=LOC101928445	0
Name=LOC101928446	0
Name=LOC101928447	0
Name=LOC101928448	0
Name=LOC101928449	0
Name=LOC101928450	0
Name=LOC101928451	0
Name=LOC101928453	0
Name=LINC01412	0
Name=LOC101928459	0
Name=LOC101928460	0
Name=LOC101928461	0
Name=LOC101928462	0
Name=LOC101928463	0
Name=LOC101928464	0
Name=LOC101928465	0
Name=LOC101928466	0
Name=LOC101928467	0
Name=LOC101928468	0
Name=MIR325HG	0
Name=TMEM246-AS1	0
Name=LOC101928471	0
Name=LOC101928472	0
Name=LOC101928473	0
Name=LOC101928474	0
Name=LOC101928475	0
Name=LOC101928476	0
