	wt_1
Name=LOC100996379	0
Name=LOC100996384	0
Name=LOC100996385	0
Name=LOC100996401	0
Name=LOC100996404	0
Name=LOC100996414	0
Name=LOC100996415	0
Name=LOC100996419	0
Name=LOC100996425	0
Name=LOC100996428	0
Name=LOC100996432	0
Name=LOC100996434	0
Name=LOC100996437	0
Name=MED15P6	0
Name=LOC100996442	0
Name=LOC100996447	1
Name=LOC100996455	0
Name=LCA10	0
Name=MED15P7	0
Name=LOC100996476	0
Name=LOC100996478	0
Name=LOC100996483	0
Name=C5orf66	6
Name=LINC01206	0
Name=LINC01314	1
Name=HNRNPA1P34	0
Name=LOC100996503	0
Name=LOC100996506	0
Name=LINC01355	0
Name=LOC100996517	0
Name=LOC100996520	0
Name=LOC100996521	0
Name=LOC100996538	0
Name=ITPR1-AS1	0
Name=FAM157C	0
Name=LOC100996549	0
Name=ANTXRLP1	0
Name=NAMA	0
Name=NFIA-AS2	0
Name=CYYR1-AS1	0
Name=LOC100996573	0
Name=LOC100996574	0
Name=LOC100996579	0
Name=FAM74A7	0
Name=LOC100996583	0
Name=LOC100996585	0
Name=LOC100996586	0
Name=LINC01505	0
Name=LINC00690	0
Name=LOC100996598	0
Name=LINC01436	0
Name=LOC100996611	0
Name=LOC100996624	0
Name=LOC100996630	0
Name=TCP11X1	0
Name=LOC100996634	1
Name=LOC100996635	0
Name=LOC100996637	0
Name=LOC100996643	0
Name=LINCR-0003	0
Name=TCP11X2	0
Name=ALG1L14P	0
Name=LOC100996654	0
Name=LOC100996660	0
Name=LOC100996662	0
Name=LOC100996664	4
Name=LINC01533	0
Name=LINC01544	0
Name=LOC100996671	0
Name=LOC100996679	0
Name=LOC100996681	0
Name=METTL7AP1	0
Name=LOC100996693	0
Name=LOC100996694	0
Name=LOC100996696	0
Name=LOC100996699	1
Name=LOC100996701	0
Name=LINC01356	0
Name=LOC100996703	0
Name=LOC100996709	5
Name=SRGAP2D	2
Name=LOC100996713	0
Name=LOC100996716	0
Name=LOC100996717	2
Name=LOC100996721	0
Name=LOC100996722	0
Name=LOC100996723	2
Name=LOC100996724	3
Name=LOC100996727	0
Name=LOC100996731	0
Name=LOC100996732	0
Name=LOC100996736	0
Name=LOC100996737	0
Name=HERC2P11	0
Name=LOC100996740	0
Name=LOC100996741	9
Name=LOC100996745	0
Name=SPDYE11	0
Name=LOC100996747	0
Name=LOC100996750	0
Name=LOC100996756	0
Name=LOC100996758	0
Name=LOC100996761	3
Name=LOC100996763	253
Name=LOC100996770	0
Name=LOC100996792	0
Name=LOC100996813	310
Name=LOC100996842	0
Name=LOC100996851	0
Name=LOC100996860	0
Name=RORA-AS2	0
Name=LOC100996886	0
Name=LOC100996902	0
Name=LOC100996911	0
Name=C7orf55-LUC7L2	3
Name=LINC00621	0
Name=PYURF	1
Name=IL21-AS1	0
Name=ADAM8	1
Name=CDH12	24
Name=TSPAN2	0
Name=NUBP2	0
Name=TSFM	1
Name=TSPAN1	2
Name=PPIF	3
Name=LOC101054525	0
Name=OVCH1-AS1	6
Name=LOC101059906	0
Name=LOC101059907	0
Name=LOC101059914	0
Name=LOC101059915	4
Name=GOLGA8R	0
Name=LOC101059920	0
Name=LOC101059924	0
Name=LOC101059926	0
Name=NPIPA7	0
Name=LOC101059944	918
Name=LOC101059948	0
Name=LOC101059949	0
Name=NPIPA8	0
Name=LOC101059954	0
Name=LOC101059958	0
Name=LOC101059962	0
Name=LOC101059971	0
Name=NACAP7	0
Name=LOC101059974	0
Name=LOC101059977	0
Name=LOC101059986	0
Name=LOC101059990	0
Name=LOC101059996	0
Name=LOC101059997	0
Name=LOC101059998	57
Name=CTDSP2	3770
Name=LOC101060000	0
Name=LOC101060002	0
Name=LINC01523	0
Name=LOC101060006	0
Name=LOC101060016	0
Name=LOC101060017	0
Name=LOC101060019	0
Name=OLA1P3	0
Name=LOC101060021	0
Name=LOC101060022	0
Name=LOC101060024	0
Name=LOC101060026	0
Name=LOC101060035	0
Name=LOC101060038	0
Name=HNRNPA1P57	0
Name=CHCHD2P11	0
Name=LOC101060042	167
Name=LOC101060048	0
Name=LOC101060051	0
Name=LOC101060056	0
Name=LOC101060058	0
Name=LOC101060064	0
Name=LOC101060066	0
Name=LOC101060067	0
Name=LOC101060075	0
Name=LOC101060076	1
Name=LOC101060084	0
Name=LOC101060086	0
Name=LOC101060089	0
Name=LOC101060091	4
Name=LOC101060093	1
Name=LOC101060097	0
Name=LOC101060098	0
Name=LOC101060099	1
Name=LOC101060104	0
Name=FAM183DP	0
Name=LOC101060113	1
Name=LOC101060118	0
Name=LOC101060119	0
Name=LOC101060126	0
Name=LOC101060128	0
Name=LOC101060145	0
Name=CHMP1B2P	0
Name=LOC101060149	0
Name=LOC101060158	0
Name=LOC101060159	0
Name=LOC101060162	0
Name=LOC101060170	449
Name=ARMC4P1	0
Name=LOC101060172	0
Name=TPRKBP1	0
Name=LOC101060177	0
Name=LOC101060179	0
Name=LOC101060181	3
Name=LOC101060187	0
Name=LOC101060191	0
Name=BNIP3P13	0
Name=LOC101060195	0
Name=LOC101060199	0
Name=ZNF891	0
Name=LOC101060206	0
Name=LOC101060207	285
Name=CT45A7	0
Name=LOC101060212	1
Name=LOC101060224	0
Name=NBPF19	2
Name=LOC101060227	2
Name=LOC101060233	0
Name=LOC101060254	0
Name=FOXP4-AS1	2
Name=HNRNPCL4	0
Name=LOC101060321	0
Name=LOC101060324	0
Name=LOC101060341	0
Name=TBC1D3K	0
Name=LOC101060363	0
Name=LOC101060373	0
Name=TBC1D3L	0
Name=LOC101060385	0
Name=LOC101060389	0
Name=LOC101060391	0
Name=LOC101060398	0
Name=LOC101060400	0
Name=LOC101060445	0
Name=LOC101060498	0
Name=LOC101060524	0
Name=LOC101060542	0
Name=LINC01563	0
Name=LOC101060553	0
Name=LOC101060569	0
Name=LOC101060587	0
Name=LOC101060632	0
Name=NBPF26	3
Name=NUTM2B-AS1	0
Name=LOC101060796	0
Name=LOC101060852	0
Name=TRIM10	0
Name=ARPC2	11
Name=SGK2	0
Name=LINC00601	0
Name=LINC00609	8
Name=TMEM220-AS1	0
Name=BMS1P17	0
Name=RAD50	0
Name=KIF20A	1
Name=PREB	3
Name=HIPK3	8
Name=LINC01081	92
Name=PANDAR	1
Name=FEM1B	11
Name=ENAM	0
Name=IPO11-LRRC70	1
Name=IFNL4	0
Name=CDH13	3
Name=ACTR1B	2
Name=ACTR1A	5
Name=ARL4C	0
Name=ARL4A	0
Name=LINC00850	0
Name=NPTN-IT1	0
Name=LOC101241902	0
Name=ERCC6-PGBD3	0
Name=LOC101243545	4
Name=PTENP1-AS	1
Name=RASGRP1	0
Name=DNAL4	0
Name=ZNF263	6
Name=LRPPRC	9
Name=FRY	1
Name=CDH15	0
Name=PDIA6	12
Name=TRAP1	0
Name=OPTN	3
Name=BCAP31	8
Name=SNORA11E	0
Name=SNORD124	1
Name=SNORD121B	10
Name=NAMPT	10
Name=CELA3A	1
Name=RBM12	0
Name=YAF2	0
Name=ARFRP1	0
Name=CDH16	0
Name=TOB1	2
Name=LINC00676	0
Name=LINC00681	0
Name=LOC101409256	0
Name=EZR-AS1	0
Name=OSGEPL1-AS1	0
Name=OGFR-AS1	2
Name=LINC01587	0
Name=YTHDF3-AS1	0
Name=DLGAP1-AS4	0
Name=LAMTOR5-AS1	0
Name=EVX1-AS	0
Name=MAGEA8-AS1	0
Name=MMP24-AS1	7
Name=FANK1-AS1	0
Name=LINC00678	0
Name=UCHL1-AS1	0
Name=XXYLT1-AS2	0
Name=RMDN2-AS1	1
Name=STPG2-AS1	1
Name=AKAP9	0
Name=CLEC3A	0
Name=FAM13A	1
Name=RNVU1-8	1
Name=LOC101448202	1
Name=G3BP1	4
Name=SUGP2	5
Name=EBI3	0
Name=ADGRG2	1
Name=CDH17	0
Name=MBNL2	1
Name=HNRNPA3P1	0
Name=LINC01080	0
Name=ABI2	161
Name=CEBPZ	0
Name=PLXNC1	1
Name=TRIM28	5
Name=LOC101559451	3
Name=RASA4	0
Name=AASS	0
Name=PDZK1IP1	0
Name=ATP6AP2	10
Name=LOC101593348	1
Name=CDH18	1
Name=FARP1	4
Name=LPAR6	0
Name=LPCAT3	5
Name=WASF2	11
Name=CHST4	0
Name=SLC25A13	3
Name=SLC25A15	0
Name=BLACAT1	5
Name=GPR1-AS	1
Name=ZNF350-AS1	0
Name=SCHLAP1	18
Name=ZNF197	0
Name=SERF2	13
Name=CDK2	0
Name=DHRS9	0
Name=RCL1	417
Name=ZNF256	0
Name=SPECC1L-ADORA2A	2
Name=STAG3L5P	2
Name=SORBS3	1
Name=CNIH1	2
Name=PVRIG2P	0
Name=STAG3L5P-PVRIG2P-PILRB	2
Name=CAPN10-AS1	0
Name=TENM1	1
Name=RBM7	0
Name=CDK3	0
Name=RBM6	2
Name=CCAT2	0
Name=LOC101805491	0
Name=CASC9	0
Name=RBM5	3
Name=LHFPL2	2
Name=LHFP	2
Name=PRNCR1	0
Name=TNK2	0
Name=ALYREF	5
Name=CDK4	8
Name=TXNDC9	0
Name=LOC101926886	0
Name=LOC101926887	9
Name=RALY-AS1	0
Name=LOC101926889	0
Name=DAB1-AS1	0
Name=LOC101926892	0
Name=LOC101926893	1
Name=CRTC3-AS1	2
Name=GLIS2-AS1	0
Name=LOC101926897	0
Name=LOC101926898	0
Name=LOC101926899	0
Name=DNAJB5-AS1	0
Name=LOC101926901	0
Name=LSAMP-AS1	0
Name=LINC01265	0
Name=LOC101926905	0
Name=SLC16A12-AS1	0
Name=LOC101926907	0
Name=LOC101926908	1
Name=LOC101926910	0
Name=LOC101926911	0
Name=LOC101926913	2
Name=LOC101926915	0
Name=LOC101926917	1
Name=LOC101926918	0
Name=LOC101926923	0
Name=LINC01375	0
Name=LINC01358	0
Name=LOC101926926	2
Name=LOC101926928	0
Name=LINC00378	0
Name=LOC101926933	1830
Name=LOC101926934	0
Name=LOC101926935	0
Name=LOC101926938	0
Name=LOC101926940	0
Name=LOC101926941	69
Name=LOC101926942	0
Name=LOC101926943	1
Name=LOC101926944	0
Name=LOC101926945	0
Name=LOC101926946	0
Name=NCRNA00249	1
Name=LOC101926948	0
Name=LOC101926949	0
Name=LINC01570	0
Name=LOC101926951	0
Name=LOC101926952	0
Name=LOC101926953	0
Name=LOC101926955	0
Name=LOC101926956	0
Name=LOC101926958	0
Name=LOC101926959	0
Name=LOC101926960	0
Name=LOC101926962	0
Name=LOC101926963	1
Name=LOC101926964	0
Name=LOC101926965	0
Name=LOC101926966	0
Name=LOC101926967	4
Name=LOC101926968	0
Name=LOC101926969	0
Name=LINC01284	0
Name=LOC101926973	1
Name=LOC101926974	0
Name=LOC101926975	0
Name=LOC101926977	0
Name=LINC01111	0
Name=LOC101926980	1
Name=LOC101926982	0
Name=LOC101926983	0
Name=LOC101926984	0
Name=LOC101926985	0
Name=LOC101926986	1
Name=DLGAP4-AS1	1
Name=LOC101926989	0
Name=LOC101926993	0
Name=RUNDC3A-AS1	0
Name=LOC101926997	0
Name=LOC101927000	0
Name=LOC101927003	0
Name=LOC101927006	0
Name=LINC01365	0
Name=LOC101927008	0
Name=LOC101927009	0
Name=LOC101927010	0
Name=LOC101927012	0
Name=LOC101927013	0
Name=LINC01506	0
Name=LOC101927016	0
Name=LINC01180	0
Name=LOC101927018	0
Name=LOC101927019	0
Name=LOC101927020	0
Name=LOC101927021	0
Name=LOC101927023	0
Name=LOC101927024	0
Name=LOC101927025	0
Name=LOC101927026	1
Name=LOC101927027	1
Name=LOC101927029	0
Name=LOC101927030	0
Name=LOC101927032	0
Name=ROR1-AS1	0
Name=LOC101927038	0
Name=LOC101927039	0
Name=LOC101927040	0
Name=LOC101927042	0
Name=LOC101927043	3278
Name=LOC101927044	1
Name=LOC101927045	1
Name=LOC101927046	0
Name=LOC101927048	0
Name=PLCE1-AS2	0
Name=LOC101927050	0
Name=LOC101927051	4
Name=LOC101927053	0
Name=LOC101927055	0
Name=LOC101927056	1
Name=LOC101927057	0
Name=LOC101927058	0
Name=LOC101927059	0
Name=LOC101927060	0
Name=LOC101927062	0
Name=LOC101927066	18
Name=LOC101927067	0
Name=LOC101927069	0
Name=LOC101927070	0
Name=LOC101927072	0
Name=LOC101927073	0
Name=LINC00682	0
Name=FGF10-AS1	0
Name=LOC101927078	0
Name=LOC101927079	0
Name=LOC101927080	1
Name=LOC101927081	7
Name=LOC101927082	0
Name=LINC01359	3
Name=LOC101927086	4
Name=LOC101927087	0
Name=LOC101927088	0
Name=LOC101927089	0
Name=LOC101927092	0
Name=LOC101927093	0
Name=LOC101927094	2
Name=CTB-113P19.1	0
Name=LOC101927097	0
Name=LOC101927098	0
Name=LOC101927100	0
Name=ITFG1-AS1	0
Name=LOC101927108	0
Name=LOC101927109	0
Name=SUCLG2-AS1	3
Name=LINC01581	0
Name=LOC101927115	1
Name=PLCG1-AS1	4
Name=LOC101927118	0
Name=LOC101927119	0
Name=LOC101927120	0
Name=LOC101927121	4
Name=LOC101927123	1
Name=LOC101927124	0
Name=ELFN1-AS1	0
Name=LOC101927126	0
Name=LINC01580	0
Name=LOC101927131	1
Name=LOC101927132	0
Name=LINC01470	0
Name=LOC101927136	0
Name=LOC101927138	0
Name=LOC101927139	0
Name=LOC101927140	0
Name=LOC101927141	0
Name=LOC101927142	0
Name=LOC101927143	0
Name=LOC101927145	0
Name=LOC101927147	0
Name=LINC01471	1
Name=L3MBTL4-AS1	0
Name=LOC101927151	0
Name=LINC01212	0
Name=LOC101927153	0
Name=LMO7-AS1	0
Name=LOC101927156	0
Name=LOC101927157	0
Name=LOC101927158	0
Name=LOC101927159	0
Name=LOC101927160	1
Name=LOC101927162	0
Name=LOC101927163	0
Name=LOC101927164	0
Name=LOC101927165	0
Name=LOC101927166	0
Name=GATA2-AS1	0
Name=LOC101927168	0
Name=LINC01564	0
Name=LOC101927172	0
Name=LOC101927174	0
Name=LINC01069	0
Name=LOC101927178	1
Name=LOC101927179	0
Name=LOC101927180	1
Name=LOC101927181	0
Name=LOC101927182	0
Name=LOC101927183	0
Name=ADGRL3-AS1	0
Name=LOC101927187	0
Name=LOC101927188	0
Name=LOC101927189	0
Name=LOC101927190	0
Name=LOC101927191	0
Name=CHL1-AS1	0
Name=LINC00382	0
Name=LOC101927196	0
Name=LOC101927197	0
Name=LOC101927198	3
Name=LOC101927199	1
Name=LOC101927200	0
Name=LOC101927202	0
Name=LOC101927204	0
Name=LOC101927207	0
Name=LOC101927209	0
Name=LOC101927210	9
Name=LOC101927211	5
Name=LOC101927213	0
Name=LINC01266	0
Name=LOC101927216	1
Name=LINC01473	0
Name=HNF4A-AS1	0
Name=DEPDC1-AS1	0
Name=LOC101927221	1
Name=GAS2L1P1	0
Name=LINC01049	0
Name=LOC101927225	0
Name=LOC101927226	72
Name=LOC101927227	0
Name=LOC101927228	0
Name=LOC101927229	0
Name=LOC101927230	0
Name=SEMA6A-AS1	0
Name=LOC101927234	0
Name=LOC101927235	0
Name=LOC101927237	0
Name=LOC101927238	0
Name=LOC101927239	0
Name=LOC101927241	0
Name=LINC01430	0
Name=LOC101927243	0
Name=LOC101927244	0
Name=LOC101927245	2
Name=LOC101927247	0
Name=LOC101927248	1
Name=PDZRN3-AS1	0
Name=LOC101927250	0
Name=LOC101927252	0
Name=LOC101927253	0
Name=LOC101927254	1
Name=LOC101927256	0
Name=LOC101927257	0
Name=LINC01474	0
Name=LOC101927259	0
Name=LOC101927260	0
Name=LOC101927262	0
Name=LOC101927263	0
Name=LOC101927264	0
Name=BNIP3P7	0
Name=LOC101927267	0
Name=LOC101927268	0
Name=LOC101927269	0
Name=LOC101927272	0
Name=LOC101927273	0
Name=LOC101927274	0
Name=NDUFV2-AS1	3
Name=LOC101927277	0
Name=LOC101927278	0
Name=EP300-AS1	0
Name=LOC101927280	0
Name=LOC101927281	0
Name=LOC101927282	51
Name=LOC101927283	0
Name=LOC101927284	0
Name=LOC101927285	1
Name=LOC101927286	1
Name=MANEA-AS1	0
Name=LINC01237	0
Name=LOC101927292	0
Name=LOC101927293	2
Name=LINC01360	0
Name=LOC101927296	0
Name=LOC101927297	0
Name=LOC101927300	0
Name=LOC101927304	0
Name=LOC101927305	0
Name=LOC101927307	0
Name=LOC101927308	2
Name=LOC101927309	0
Name=LOC101927310	0
Name=LOC101927311	0
Name=LOC101927313	659
Name=LOC101927314	0
Name=LOC101927318	4
Name=ERICH3-AS1	0
Name=LOC101927321	0
Name=LOC101927322	0
Name=PPP4R1-AS1	0
Name=LINC01475	0
Name=LOC101927325	1
Name=SUMO2P20	1
Name=LOC101927328	0
Name=LOC101927329	0
Name=LOC101927330	2
Name=LOC101927331	0
Name=LINC01582	0
Name=LOC101927333	0
Name=LOC101927334	0
Name=LOC101927335	1
Name=LOC101927337	2
Name=LOC101927339	0
Name=LOC101927340	1
Name=LOC101927342	0
Name=LOC101927344	0
Name=LOC101927345	0
Name=LOC101927346	0
Name=GRM7-AS3	0
Name=LOC101927348	0
Name=LINC01254	0
Name=LOC101927351	1
Name=PLS3-AS1	0
Name=LOC101927353	0
Name=LOC101927354	1
Name=LOC101927355	0
Name=LOC101927356	0
Name=LOC101927357	0
Name=LOC101927358	0
Name=LOC101927359	0
Name=LINC01103	0
Name=LOC101927362	0
Name=LOC101927363	0
Name=LINC01571	0
Name=LOC101927365	0
Name=LOC101927366	0
Name=LOC101927367	0
Name=LOC101927369	0
Name=LOC101927372	0
Name=LOC101927374	0
Name=LOC101927375	0
Name=LOC101927376	0
Name=LOC101927377	0
Name=LOC101927378	0
Name=LOC101927379	0
Name=C9orf41-AS1	0
Name=LINC01163	0
Name=LOC101927383	0
Name=LOC101927385	0
Name=LOC101927387	0
Name=LOC101927388	0
Name=LOC101927389	0
Name=LOC101927390	0
Name=LOC101927391	0
Name=LOC101927392	1
Name=LOC101927393	0
Name=LOC101927394	0
Name=LINC01514	0
Name=LOC101927397	0
Name=LOC101927400	0
Name=LOC101927401	0
Name=LOC101927402	0
Name=LOC101927403	0
Name=LOC101927404	1
Name=LOC101927405	0
Name=LOC101927406	1
Name=LOC101927410	1
Name=LOC101927411	0
Name=LOC101927412	1
Name=LOC101927413	0
Name=LOC101927414	0
Name=LOC101927415	0
Name=LOC101927416	0
Name=LOC101927417	0
Name=LOC101927418	0
Name=LOC101927419	0
Name=LOC101927420	0
Name=LOC101927421	0
Name=GNA14-AS1	0
Name=PANO1	0
Name=LOC101927424	0
Name=LOC101927429	0
Name=LOC101927430	0
Name=LOC101927431	0
Name=LOC101927432	0
Name=LINC01255	0
Name=LOC101927434	0
Name=LOC101927435	0
Name=LOC101927436	0
Name=LOC101927437	2
Name=LOC101927438	0
Name=LOC101927439	0
Name=LOC101927440	0
Name=LOC101927441	9
Name=LOC101927445	1
Name=LOC101927446	0
Name=LOC101927447	0
Name=LINC01282	1
Name=LOC101927450	0
Name=LOC101927451	0
Name=LOC101927452	0
Name=LOC101927454	1
Name=TMEM108-AS1	0
Name=LINC01522	0
Name=LOC101927459	0
Name=LOC101927460	1
Name=LOC101927461	0
Name=LOC101927464	0
Name=CLYBL-AS1	0
Name=LOC101927467	0
Name=LOC101927468	0
Name=LOC101927469	1
Name=LOC101927472	1
Name=LOC101927473	0
Name=LOC101927474	0
Name=LOC101927476	0
Name=LINC01507	1
Name=LOC101927478	0
Name=LOC101927479	0
Name=LOC101927480	0
Name=LOC101927481	0
Name=LOC101927482	0
Name=LOC101927483	0
Name=LOC101927484	0
Name=LOC101927486	0
Name=LOC101927487	2
Name=LOC101927488	0
Name=TCERG1L-AS1	0
Name=LOC101927490	0
Name=LOC101927492	0
Name=LOC101927493	0
Name=LOC101927494	0
Name=LOC101927495	0
Name=LOC101927496	0
Name=LOC101927497	1
Name=LINC01361	0
Name=LOC101927499	0
Name=LOC101927501	0
Name=LOC101927502	0
Name=LOC101927503	0
Name=LOC101927504	0
Name=LOC101927505	0
Name=LOC101927506	0
Name=LOC101927509	1
Name=LOC101927510	0
Name=LOC101927511	1
Name=LOC101927512	0
Name=LOC101927513	0
Name=LOC101927514	0
Name=LOC101927516	0
Name=LOC101927518	0
Name=LOC101927519	0
Name=LOC101927521	0
Name=LOC101927522	0
Name=LOC101927523	0
Name=MEOX2-AS1	0
Name=LOC101927525	0
Name=LOC101927526	0
Name=LINC01204	0
Name=LOC101927529	0
Name=LOC101927531	0
Name=LOC101927532	0
Name=LOC101927533	0
Name=LOC101927534	0
Name=LOC101927536	0
Name=LOC101927538	0
Name=LOC101927539	0
Name=TOMM20P2	0
Name=LINC01273	0
Name=LOC101927542	0
Name=LOC101927543	0
Name=ANO7P1	0
Name=ANKRD44-IT1	1
Name=LOC101927548	0
Name=LOC101927549	2
Name=LOC101927550	1
Name=LOC101927551	0
Name=LOC101927552	0
Name=LOC101927553	0
Name=LINC01250	3
Name=LOC101927555	0
Name=LOC101927556	0
Name=LOC101927557	0
Name=LOC101927558	0
Name=CEBPB-AS1	45
Name=LOC101927560	0
Name=LOC101927561	0
Name=LOC101927562	0
Name=LINC01267	0
Name=LOC101927566	1
Name=LOC101927568	0
Name=LOC101927571	0
Name=LOC101927572	0
Name=LOC101927573	0
Name=LINC01186	0
Name=LOC101927575	0
Name=LOC101927577	0
Name=LOC101927579	0
Name=LOC101927580	0
Name=CCDC182	0
Name=LOC101927583	0
Name=LOC101927584	0
Name=LOC101927585	0
Name=LINC01271	0
Name=LOC101927587	1
Name=LOC101927588	0
Name=LINC01166	0
Name=DPP10-AS3	0
Name=LOC101927592	0
Name=LOC101927595	0
Name=LOC101927596	0
Name=NCK1-AS1	0
Name=LOC101927598	0
Name=ZNF529-AS1	0
Name=LOC101927600	0
Name=GOLGA6L19	0
Name=LOC101927602	0
Name=LOC101927603	0
Name=LOC101927604	0
Name=LOC101927605	0
Name=LOC101927606	0
Name=LOC101927608	0
Name=LOC101927609	0
Name=LOC101927610	0
Name=RNF139-AS1	0
Name=LOC101927613	44
Name=LOC101927615	0
Name=LOC101927616	0
Name=LOC101927617	0
Name=LOC101927619	1
Name=LOC101927620	0
Name=LINC01534	0
Name=LOC101927623	0
Name=LINC01150	0
Name=LOC101927627	0
Name=LOC101927628	1
Name=LOC101927629	0
Name=LOC101927630	0
Name=ADNP-AS1	0
Name=LOC101927632	1
Name=LOC101927635	0
Name=LOC101927636	0
Name=LOC101927637	2
Name=LOC101927638	0
Name=LOC101927640	0
Name=LOC101927641	1
Name=LINC01444	0
Name=LOC101927646	0
Name=LOC101927647	0
Name=LOC101927648	0
Name=LOC101927650	0
Name=LOC101927651	0
Name=LOC101927652	1
Name=LOC101927653	0
Name=LOC101927654	0
Name=ZASP	0
Name=LOC101927657	0
Name=SMAD1-AS2	0
Name=LOC101927660	0
Name=LOC101927661	0
Name=LOC101927663	1
Name=LOC101927664	0
Name=LOC101927666	0
Name=LINC01535	0
Name=LOC101927668	0
Name=LOC101927670	0
Name=MIR202HG	0
Name=LOC101927673	0
Name=LOC101927676	0
Name=LINC01429	0
Name=LOC101927680	0
Name=CD81-AS1	0
Name=LOC101927683	0
Name=LOC101927685	0
Name=LOC101927686	1
Name=LOC101927687	0
Name=SEPT4-AS1	0
Name=LOC101927689	0
Name=LOC101927690	0
Name=LOC101927691	0
Name=LOC101927692	0
Name=LOC101927693	0
Name=LOC101927694	0
Name=LOC101927696	0
Name=LOC101927697	0
Name=DSCAS	0
Name=LOC101927699	0
Name=LINC01524	0
Name=LOC101927701	0
Name=LOC101927702	0
Name=FOXCUT	0
Name=MIR3663HG	0
Name=LOC101927708	0
Name=LOC101927709	0
Name=LOC101927711	0
Name=LOC101927712	0
Name=LINC01029	0
Name=LOC101927717	0
Name=DSG1-AS1	0
Name=ZNF793-AS1	0
Name=LOC101927721	0
Name=LL22NC03-75H12.2	0
Name=LOC101927723	0
Name=BEAN1-AS1	0
Name=LOC101927727	0
Name=LINC01476	1
Name=LOC101927729	0
Name=LOC101927730	0
Name=LOC101927735	0
Name=LOC101927736	0
Name=LOC101927737	0
Name=LOC101927740	0
Name=LOC101927741	0
Name=LOC101927745	0
Name=LOC101927746	0
Name=LOC101927748	0
Name=ATP6V1B1-AS1	0
Name=LOC101927751	0
Name=LOC101927752	0
Name=LOC101927755	1
Name=LOC101927756	0
Name=LOC101927757	0
Name=LOC101927759	0
Name=LOC101927760	0
Name=LOC101927761	0
Name=LOC101927762	0
Name=LOC101927763	0
Name=LOC101927764	0
Name=LOC101927765	0
Name=LOC101927766	0
Name=LOC101927767	0
Name=LOC101927768	7
Name=LOC101927769	0
Name=LOC101927770	2
Name=LINC00824	0
Name=SATB1-AS1	0
Name=LOC101927779	0
Name=LOC101927780	1
Name=LOC101927785	0
Name=LOC101927786	0
Name=LOC101927787	0
Name=LOC101927788	0
Name=LOC101927789	2
Name=LOC101927790	0
Name=LOC101927793	0
Name=LOC101927795	1
Name=LINC01441	0
Name=LOC101927797	1
Name=LOC101927798	0
Name=LOC101927801	1
Name=LINC00368	0
Name=LOC101927804	0
Name=LOC101927805	0
Name=LOC101927806	227
Name=LOC101927807	0
Name=CLSTN2-AS1	0
Name=LOC101927809	1
Name=LOC101927811	0
Name=HMMR-AS1	0
Name=LOC101927814	0
Name=LOC101927815	0
Name=LOC101927817	0
Name=LOC101927818	3
Name=LINC01425	0
Name=LOC101927822	1
Name=LOC101927823	0
Name=LOC101927824	2
Name=LOC101927825	0
Name=LOC101927827	0
Name=OVOL1-AS1	0
Name=LOC101927829	0
Name=LOC101927830	1
Name=PAQR9-AS1	0
Name=IFNL4P1	0
Name=LOC101927834	0
Name=LOC101927835	0
Name=LOC101927837	0
Name=LOC101927839	0
Name=LOC101927840	0
Name=LOC101927843	1
Name=LOC101927844	0
Name=LOC101927845	0
Name=LOC101927846	0
Name=LOC101927847	0
Name=LOC101927849	1
Name=LOC101927851	0
Name=LOC101927853	0
Name=LOC101927854	0
Name=LOC101927855	0
Name=LOC101927856	0
Name=LOC101927857	0
Name=LOC101927858	0
Name=LOC101927859	0
Name=LINC01293	0
Name=CTB-178M22.2	0
Name=LOC101927863	0
Name=LOC101927864	0
Name=LOC101927865	4
Name=LOC101927866	0
Name=GRK5-IT1	1
Name=LOC101927869	0
Name=LOC101927870	1
Name=LOC101927871	0
Name=LOC101927872	1
Name=LINC01508	1
Name=LOC101927874	0
Name=LOC101927876	0
Name=LOC101927877	0
Name=LOC101927878	0
Name=LOC101927879	0
Name=LOC101927880	0
Name=LOC101927881	0
Name=LOC101927882	0
Name=LOC101927884	0
Name=LOC101927885	1
Name=LOC101927886	0
Name=LOC101927888	1
Name=LINC01153	0
Name=LOC101927890	0
Name=PKN2-AS1	1
Name=LOC101927892	0
Name=LOC101927895	2
Name=LOC101927896	0
Name=LOC101927897	0
Name=LOC101927898	0
Name=LINC01477	0
Name=LOC101927901	0
Name=LOC101927902	2
Name=LOC101927904	0
Name=LOC101927905	0
Name=LOC101927906	0
Name=LOC101927907	0
Name=LOC101927908	0
Name=LOC101927910	0
Name=LOC101927911	0
Name=LOC101927913	0
Name=LOC101927914	1
Name=LOC101927915	0
Name=LOC101927916	0
Name=TUB-AS1	0
Name=LOC101927919	0
Name=LOC101927920	0
Name=LINC01478	0
Name=LINC01479	0
Name=LOC101927923	0
Name=LOC101927924	0
Name=LOC101927926	0
Name=LINC01480	0
Name=LOC101927932	0
Name=LOC101927934	0
Name=LOC101927935	0
Name=LOC101927936	0
Name=LOC101927942	2
Name=LOC101927943	0
Name=FAM53B-AS1	0
Name=LOC101927947	0
Name=LOC101927948	0
Name=LOC101927949	1
Name=LOC101927950	0
Name=LOC101927952	0
Name=C5orf66-AS1	0
Name=LOC101927954	0
Name=LOC101927955	0
Name=LINC01572	4
Name=LOC101927958	0
Name=LOC101927960	1
Name=LOC101927961	0
Name=LOC101927963	0
Name=LOC101927964	1
Name=LOC101927966	3
